id,role,grade
2ad14b2d-8dc5-4637-9d38-e2dc31769e02,Manager,19
e34dde14-4d2b-42cb-90c7-217207313ad0,Employee,15
4af052f3-e985-4b10-88ad-207e8e57e59e,Assistant_Manger,17
b37b5454-1ba7-475e-9a25-17ec7beb1349,Manager,19
ce5d9426-833e-459f-9c3d-b3bebd6e9c1d,Manager,19
14cb984d-d26f-44ea-ab26-214488fc9444,Employee,15
0a6c073a-5817-40e5-ab06-fba6ee5704c1,Employee,15
5dfa8e59-7d76-475f-9558-7ad054bc69d0,Manager,19
80815885-5de8-43a9-af67-3327baf5e8f8,Assistant_Manger,17
a1754f12-5bad-42ff-9292-2ed8742a0b93,Staff,10
6d4db722-2a05-423e-a8a3-e985916f9d6d,Staff,10
adbd3450-f2fd-44d1-bf2f-fe82db4d6505,Employee,15
3af5918b-ed68-4950-a226-845037ecf9a5,Employee,15
e3d84af7-6c9f-4c4b-ba0e-a71cc9545cae,Worker,13
682c7d34-5a2f-4f87-8e85-b11f44d34085,Assistant_Manger,17
57c14497-6767-451e-9de3-cbd012be4c3d,Worker,13
13410e27-ecf7-4ae9-ad08-f2e05f2bbd6e,Staff,10
2439d773-e57b-4d4d-b74f-41f6827501be,Employee,15
c71d3f59-8bb6-4be0-8776-b448f5e71de9,Manager,19
92f21d60-e655-4cb3-ac03-7128a6c837bc,Manager,19
c93a636c-58e4-4fa6-ac38-1e2f3dc5d433,Employee,15
a70ed28a-c045-4089-8088-3038aa393549,Manager,19
3b402b8b-e689-42a2-acb2-bb193d296012,Employee,15
9ca5acf4-1470-418a-9d84-853ffe76ac92,Worker,13
17bedc09-3992-4f51-8467-f7c4f9979c82,Assistant_Manger,17
16a4806a-3911-4603-9a73-b744a29b3a28,Worker,13
f9cb5d60-c15d-4609-af10-f45c1a67b551,Worker,13
72a91fa6-6e07-4ba7-8259-219431d89597,Manager,19
19691665-6b47-477c-b3ee-6eb098a8100e,Assistant_Manger,17
04b94157-a49c-4520-8154-feb6eecaae7a,Assistant_Manger,17
94d96187-8db1-4cbd-89d9-1f98f87af27c,Manager,19
d71c56ef-8453-4f7a-8b36-b79d3107530f,Employee,15
192cb654-db0a-4f4c-af8e-bc635cbb10bc,Worker,13
7440c003-1ce5-4173-82c4-f0d59f20c1d5,Employee,15
73e00091-0ea7-42ce-a324-4b01d83763ec,Staff,10
4626c826-e084-4d9f-af4f-06043a2d1eab,Worker,13
3368f0df-3df1-4253-94cd-b2610ffc5b30,Assistant_Manger,17
39af71ae-5f9d-4330-8bae-21493f2cbdc0,Employee,15
e4ac8241-9b9c-451d-9d8a-34105d772153,Manager,19
579f176b-a0f7-4336-bc22-14aa76d33369,Worker,13
e3dc23c8-ad5f-48ec-a1e5-09fd22acb830,Worker,13
41eb08c7-cb6e-4417-8f43-ef01c2b9e3c9,Employee,15
51933bb6-0c5a-4433-9f8b-8b150536d3fb,Worker,13
9ef52649-41ee-46b8-b6a3-0cd889ab1623,Worker,13
b13f20bb-98ca-4ace-af24-885b5986eb60,Assistant_Manger,17
a9759c4e-8e13-4192-88f0-c3cf7817e39f,Manager,19
5f031091-ebc3-4bba-bec6-91539ac3f1ee,Staff,10
5589f590-f3e3-4fdf-8f82-46147e263502,Employee,15
081b46ad-a43e-476d-b7b8-70316d85662d,Staff,10
9898c0a5-ff6f-45eb-9440-663472fbc360,Manager,19
6aaafa99-9216-47d8-bf27-18eca93b0d6d,Employee,15
cb0f6d3c-6816-412a-80a1-1e5dcc1b0877,Worker,13
53deecef-b1c1-445c-a6e3-0fb3e9a93f83,Staff,10
086bb1d2-a318-4869-8fbe-d25f307549a1,Manager,19
8cd9e213-6129-419a-85fb-3e24c4424aa8,Manager,19
f2f7021e-6360-469f-b670-c5211a597178,Employee,15
ac7554c1-c15f-4a71-b160-b619efc57624,Worker,13
d7354dfe-f9e4-487b-b866-e9b6bd6e8136,Employee,15
9c865a78-d845-48da-ada0-e45f61a6a185,Staff,10
f6d662bb-86c2-4a1e-95da-a90373b6be59,Assistant_Manger,17
f5d79e7f-35a9-4117-8d09-0f09cbeb895b,Staff,10
5c63d072-ba05-495c-8bdc-5eb3d8bae5e5,Manager,19
06fcf8d0-e4c9-402a-bc0d-55464185bf25,Staff,10
e2d6dc0c-7778-46c0-9160-1ee5539d4188,Staff,10
ffa36188-7270-456c-886a-7816fbdb4516,Employee,15
fd856a7c-df79-42ae-b4c9-a75dd9c67412,Staff,10
283cd394-68a9-4bcc-9d83-2de6079a745f,Assistant_Manger,17
4a019d50-5b32-4d68-b5f5-62805dcfb027,Employee,15
08693960-74c2-48cf-be7b-30e88593a351,Worker,13
606433e3-e525-4efd-8ac3-f640bd44ae50,Assistant_Manger,17
9deae6ab-4b98-48fd-9994-c721a50ee1a7,Manager,19
62a68ffc-4d1d-4500-9dd9-2eb4a1c2d2ca,Assistant_Manger,17
370d960f-918a-4ccf-a627-bb4d973c7f96,Staff,10
cf6b1b03-6ddf-4976-aa64-50fc0ba240dd,Assistant_Manger,17
e9a8b0ab-43ec-46da-94cc-4af6c72b0c37,Worker,13
25e33313-1093-4ba8-97a5-580b973a9875,Worker,13
0792ac35-f2bc-4b62-a32d-657c9904b36a,Assistant_Manger,17
2353cbad-c6b5-4dcd-9abd-6f1387413c41,Employee,15
c6211fba-5502-4fdf-be90-d88b25c51829,Employee,15
1cdcaf1c-8e76-476e-adf5-672ce60b2bdc,Staff,10
591cc8e9-4372-4184-b793-89de4ea1fa45,Assistant_Manger,17
73b52735-26ea-49cf-9e92-d7ac78f094f2,Employee,15
926cfd4c-942a-4050-9eff-d886c03ecac1,Assistant_Manger,17
0e392d87-882e-4710-9626-586840372e51,Assistant_Manger,17
0d06d572-63e4-4efb-add5-09cc1d1d0fed,Employee,15
a752cbac-1ffc-4602-81c6-e3a7fff0d5b2,Assistant_Manger,17
f6b7f196-3c09-407c-93d6-2d11e7391aaf,Worker,13
b67c30f8-12ef-4e0f-914b-586e5a9b513d,Worker,13
fc924e3c-5cfb-43a6-a5ec-f7528dfbc58c,Manager,19
f6127d95-4977-4621-92e3-178306fccb62,Worker,13
2229b7f3-98c2-403a-a9d3-4bb1a4764c96,Employee,15
870fd036-6369-41ce-ab17-e8c66e7a45ad,Manager,19
d497699a-a269-4b60-9d6f-4083b632e996,Worker,13
ab1051ad-2b5c-449f-b9ab-2441e10f2465,Assistant_Manger,17
500ea794-2b95-4241-885c-235ff5622e03,Assistant_Manger,17
54984988-f6f0-4e5f-8173-ad87283aed63,Manager,19
3c2b967f-e0e1-4d54-9199-923c7ae90abf,Assistant_Manger,17
98b55900-bcd0-4806-bf7a-1451ecb5a814,Worker,13
e7835cc7-0ed2-42e0-858e-6fcfe1b528bf,Staff,10
c597a0f5-9f84-4b08-b2c1-05e157b026da,Assistant_Manger,17
75053205-5471-469b-8110-735457cdd470,Assistant_Manger,17
10f0da6a-4616-4b3c-abe1-657f46267f79,Manager,19
4c0c3a43-b9ef-4321-9d23-5fdd15f52ed1,Employee,15
c29c3f65-b0bc-463e-ba82-c8b1b3467688,Staff,10
108affc6-029b-458c-8b69-a1a281cdcef6,Assistant_Manger,17
ff892230-a811-4176-b070-0275af8ea095,Worker,13
9ba42abf-1ce9-4fa0-bb9a-22e5993ea090,Worker,13
d364ea81-df96-46f5-a07e-b2982862dc32,Manager,19
a7bef89f-a6a0-493e-992d-a36f0b3f4e79,Manager,19
c2c940a0-2bb7-4838-b48b-e773b9b49480,Staff,10
6516636a-8c3a-4bb3-9a01-e05629e11631,Staff,10
399cc0f4-33e8-4f1b-8a66-5ef9b159954d,Staff,10
c39b0ae9-51d1-4adc-8f91-01fbddb2260e,Manager,19
68a3eb6a-c340-44bd-ab10-df128f726179,Manager,19
b097ad65-3304-4e26-a5e9-abaf24f3424a,Staff,10
c75ac293-0d2d-4d19-848f-c6492e4e495d,Staff,10
0b3d855f-983b-45f8-bbf9-f93d2fd4fc78,Assistant_Manger,17
918d9b22-9dc3-4b43-9d4e-aee598b722b3,Worker,13
8b2120c7-55e6-43d4-8db0-b95e5ed9f8e7,Staff,10
964933e9-cfd5-4cc5-89ad-067f0c8ad8b7,Staff,10
be6dfd52-8162-4c60-ba97-a1f2e232b244,Assistant_Manger,17
6692466a-c874-4d13-8ac5-6688599a787c,Employee,15
314dc568-6a05-4eb9-add6-f3f470ecaf45,Worker,13
4518496b-d8b9-4595-8184-7a973ec1945a,Staff,10
36072fb8-9b0a-4d97-9c67-8e93cc234f4f,Worker,13
c7cb25e9-b35c-46b2-9cee-76eda3fe38dc,Staff,10
ac19aeb4-cb18-490a-9f32-8a99d7f167d0,Staff,10
b83cbc55-3dfa-4b81-b29c-f921618080a3,Worker,13
b38965d4-258e-40f3-b495-1a9781ca0997,Worker,13
b11d4e29-e61b-4c6a-9c96-d097a7c46a5b,Employee,15
3107dd74-3820-45c1-9eb2-6db3f3a2eb4a,Assistant_Manger,17
06cdcbb0-11e6-4d03-8351-3dd6097d8c3d,Worker,13
77211a32-c351-4656-996c-9a5b77815cba,Employee,15
cef4c64d-d8eb-4f95-b969-5c033277fcfa,Staff,10
21150da9-a398-415a-acb2-e04f7d1c74b1,Employee,15
72eb719e-c377-4444-b877-b1228f730275,Manager,19
11356833-4f99-4b49-9398-7fdbc6cee4a5,Staff,10
32de5958-16c1-4606-8a9a-3c8dd054328f,Assistant_Manger,17
bd89397a-c948-4680-ba91-70f38dfcf16f,Manager,19
789d3809-52e4-48be-a553-3b19eeea55e1,Assistant_Manger,17
05d7b895-25cc-4bf8-a1af-10638f6bc07a,Employee,15
fb7022da-631a-4080-984e-6ed4dce641cd,Manager,19
f5dd0e1a-0642-4ea2-87af-6fb17b8ff134,Staff,10
efcd95d1-8fef-40c3-aa01-63c6fa5325fd,Employee,15
4710fc52-9b25-4a5f-aba5-2bf3e2c9025a,Worker,13
c9882b48-7a5b-464c-99c0-6fa52952c239,Manager,19
8c3504b3-82dc-44a6-8c36-f9a21e4e9848,Staff,10
f74c3bbd-ace2-494f-9f29-4c8fa66bb64b,Worker,13
f56c2ed0-7f5c-4c60-81aa-1ac6129aeee2,Employee,15
91d3dfdc-1d4a-4b5a-84dd-74b0e1c48207,Staff,10
e73a5d54-e4d6-4654-ab56-c077269c0c36,Employee,15
5aa984c1-6655-422a-8b14-f3843e60fe55,Staff,10
cd4d3dec-0e49-496c-87c6-795ae3ba73fa,Staff,10
c3544896-6f42-4912-a568-e6b8930ef97e,Assistant_Manger,17
fed3e9be-1cd7-4c56-b4b1-5b1acdb1bc74,Worker,13
f9b92c2a-b870-45f6-b9be-e471a7066381,Staff,10
fe80137c-540d-4ae1-95c2-44b38a7d45ad,Worker,13
681a4483-82ae-4085-9cd3-a5ae5bd47c68,Employee,15
3dcff0b5-8794-4c49-ae8e-0051d910b351,Assistant_Manger,17
c9156936-e67d-47dd-8b96-efb2a8bff721,Assistant_Manger,17
6dc992b8-16ac-47ac-b017-cd88c39a3792,Worker,13
57701f5c-e5d3-46db-967c-cad93594e06a,Manager,19
a79efce6-54af-4498-aa13-a2d6d285c883,Staff,10
41e95bee-09fd-4a8a-b473-a0f67b4312b2,Staff,10
3dfb0d94-21ca-4614-9cdc-524bf584ad99,Manager,19
947ff078-44bb-407a-b462-ccc35fa6745d,Employee,15
ffda9f6f-d6a6-4f8d-b101-02abf3fb400b,Employee,15
36154cac-db0a-4348-9d28-8195d53b52e7,Assistant_Manger,17
7ff598ad-867e-49e4-ab8e-4b048047fe4e,Manager,19
8be5d367-7ba8-4223-9542-e36fb56ebe13,Assistant_Manger,17
c4ae0b12-2cc8-4594-a8c3-873b6ed4a292,Assistant_Manger,17
385ce1a5-524f-424a-94e5-892c7faf01c3,Worker,13
20674abe-99b7-4b5e-99d6-f3598ef53775,Assistant_Manger,17
6a0bf50f-017a-40db-9783-0e358f28ea42,Manager,19
f5e577b9-2f88-46da-92bf-ff060d4028f9,Assistant_Manger,17
6f9b7774-4cde-481a-a61f-1701cfd92097,Assistant_Manger,17
b89fbeac-146d-42d5-b02a-2a3cfe2232cb,Manager,19
42b7dff7-4fbb-4fa2-a917-d38c5b122bf2,Worker,13
b0b5c261-6ff6-495d-a874-bc518a0c3627,Staff,10
2fdea178-2229-42be-a09f-e38296d8ff4e,Employee,15
5fa8a46e-e56a-4e40-bfac-445a05366b0d,Assistant_Manger,17
5fd90c86-4f1a-4943-bf60-6b6f7c35108c,Manager,19
e12fcaf4-b1a3-4d86-8f83-92ba90161b49,Staff,10
64c50af0-25e7-43fc-8519-732c955db7b9,Manager,19
e3bfe2d5-0d73-43ae-811f-19864182c825,Staff,10
d5ef3bff-7aea-46bc-a55d-4f9ab2d765fc,Worker,13
e077e791-f40f-4d2d-a8bb-75c14f02dfa9,Worker,13
3c9d5d32-2c7b-4e90-9bd0-bc1e17f53521,Worker,13
e8f6373b-5c12-4f30-96bf-366d988ff3bf,Manager,19
52ea1e8e-e8fa-46f4-a509-875d164d3e89,Staff,10
d2a1a494-e275-4890-a933-4b3f07c7a0fe,Worker,13
afbcadc4-8800-435e-950d-375eb7646b5b,Staff,10
1aa81df4-0417-43b0-bdca-38989673dd92,Staff,10
90c0a41d-aa2d-40e4-b0a9-1bd261434ef3,Assistant_Manger,17
b871de02-8d27-40dd-b136-170ed9bd131d,Worker,13
ee0d6fb8-65af-4970-8abf-445940741de4,Employee,15
465a7281-2cc7-4a28-b9db-4b1e160de743,Employee,15
fefffe15-0410-4e2a-b6dd-54dae857f738,Manager,19
800c681f-41bc-4c20-83f0-3fef72c31377,Staff,10
69c535fb-4785-4629-ba07-dea34ad3892d,Manager,19
a37f0bfc-2163-48e2-bca3-2d8970124d45,Worker,13
e3a0a825-ebce-4abc-a852-fab3b4d027f2,Assistant_Manger,17
22220aab-37a2-4207-9629-6a05b4908520,Manager,19
3feab240-aedb-4f05-8df7-876347f4be3d,Assistant_Manger,17
f2d388fe-7350-4415-a065-1e65bdc5d1b9,Staff,10
ecdc0e1e-f228-45aa-b67b-d3b747d6da1d,Staff,10
e70b48d5-1af1-447c-8b31-9ce8e4537383,Staff,10
fbe3b2ae-4a5d-4450-b5f9-c3d1ca24061d,Staff,10
c4af1c8b-b7f8-4f94-a018-2d7ad3f42a6d,Assistant_Manger,17
64e3bfe7-ad8c-4d81-b5e2-1f1360cb23d2,Staff,10
e30a079d-818f-4663-8353-482ddf5153a1,Assistant_Manger,17
404259cb-c9a0-4a18-bec3-9e5f8de38df1,Manager,19
c0337e08-7bf9-4a64-922a-ac3a0ad90bcd,Employee,15
02a478f4-ad41-4c3d-97f9-fdb0ce4aa076,Staff,10
24d7c7c4-a6e8-4e1a-bf21-f08f3411e5a7,Manager,19
7866e5ae-1970-4c6d-891f-f88ce326fb2d,Staff,10
12e65eee-fc32-4810-adfe-618aeeb75ecc,Manager,19
89b33b60-47eb-444a-a39b-4d8ba313d69e,Employee,15
cdd1c17b-4b5f-4e0d-ac76-4730d3d58fcf,Employee,15
95f331f7-66a0-4b96-b1dd-d33e03a2bbec,Employee,15
bc51bec3-2b2f-476c-91e4-60f2df48f53e,Worker,13
136c1e6f-364c-407a-b0b3-9f590ff4b0f5,Assistant_Manger,17
17b90a5a-2917-4e12-9159-5ee0768b7abd,Assistant_Manger,17
a28b6cfd-4579-447e-853c-2e6877d3f5a1,Employee,15
d27b7866-c7f6-4182-888e-c0ca265df18f,Manager,19
5c278011-39b5-40c0-bd03-84d8253feda2,Worker,13
29ca8d31-c250-450b-b44b-c55de4c59231,Worker,13
99c1e180-4124-4780-bdb0-6b1b230781b3,Worker,13
7f4a305a-c879-41d3-82c3-239187356e6e,Manager,19
f04363d7-3d14-4801-a178-6de09236e155,Employee,15
6af252cf-6632-4b33-9dbb-02a208656ccd,Worker,13
a7b47a37-f1fe-4a4f-b6c7-7ccdacf02288,Manager,19
43fdab9f-3ca1-46d0-af56-88fbd26dded5,Manager,19
a951a003-b750-4530-91fb-e5fe68a018e4,Assistant_Manger,17
895a2884-4398-444f-834d-84e01f877203,Manager,19
f5f590e1-aaa5-45bd-ac21-293e1318d254,Worker,13
8ac2cf73-e1f5-44cb-8c88-9b0a77bb881c,Manager,19
b68241c9-55d0-4a9b-b641-dbda467e8939,Worker,13
521c3a7d-c4b5-435c-bf4b-3539de20dc3c,Assistant_Manger,17
69434b9b-b168-4326-bf11-b5603f6af61f,Assistant_Manger,17
9c6b3c17-7b89-4d59-a88f-655aa285343c,Worker,13
9f0d1fd6-ce23-4192-bdb1-a451ef2d4c98,Manager,19
2cf41d63-71b6-4539-8370-b93d55c734f7,Staff,10
4ef3bf42-2eab-4af2-8a50-4ede7ba72871,Manager,19
bb36330a-6770-4d55-8441-5715cfcb444f,Assistant_Manger,17
2985e568-dd71-4702-8d4b-8caf9f8ee3f2,Employee,15
4bd4786e-82a2-412b-b90e-0123a7c1a5ab,Staff,10
826c427f-d687-4c10-882c-d8b303cb4daf,Employee,15
f2e9c823-d31f-440e-978d-4ed17d9267e5,Employee,15
f884f326-505a-4ed1-bede-11e06817ebd8,Manager,19
c35688c4-6d39-42a9-9c1f-d345801fa4fe,Manager,19
dd4b1413-3fa2-4f52-bfff-f0a4ded2527c,Assistant_Manger,17
0ebfe3cf-e110-4319-8e58-e6bbdecf3de4,Staff,10
18370bb4-243d-430d-bd14-16cc3fbea365,Employee,15
41f2221c-ad2b-4416-a738-6e17481ddfa4,Worker,13
4df26c3b-9b2f-4290-948e-b31c8a18fe1f,Employee,15
2d06190f-401f-4dfd-8a15-a1e57b304a3e,Employee,15
711fd385-89d7-4579-90f1-e28ebb647a5e,Assistant_Manger,17
4c99299b-fc08-4c96-896b-fc50ebdc7cb1,Assistant_Manger,17
b2d71c40-eb5f-4fa2-9d9c-4a0a7a8645c8,Assistant_Manger,17
e4a7c961-4fdc-475c-bee2-467ec1602c76,Manager,19
a5295d16-79d3-4a0d-a0fa-9a261c24f8d0,Assistant_Manger,17
1dbb8b4f-6594-42af-a29d-d6403a7809f8,Employee,15
a147207c-bfdd-4bb0-99d0-dc27b6787bcf,Employee,15
09208444-2396-4034-b59f-861263fb249a,Manager,19
a94d8d0a-9d86-4c2c-b756-fb4c42df1ac6,Staff,10
29ffde08-3734-473b-82e4-8938519b21de,Employee,15
f179ff0a-1fdc-44b5-8906-289e8a9c8a7a,Manager,19
ac241629-d309-4716-a989-2dbdaeff7baa,Manager,19
659b6361-dc9f-464d-a1de-6e77ed8b581c,Assistant_Manger,17
6b5aec55-ba41-4962-b8e8-a8c17ee9fe6b,Employee,15
ab765d8c-dcdb-4c99-8819-d2c2195097b6,Staff,10
e2439a70-1a72-4540-8808-1fd78b603e86,Manager,19
1a9a1957-a474-4dac-95dd-15ad738624a0,Assistant_Manger,17
7e63d4ad-d9e1-4c7b-8f6e-b1116672fbc1,Manager,19
8e39bd2c-1f49-4fd0-b218-7a491b4be340,Staff,10
4763651d-f940-4bc9-a5fd-53d048432fac,Manager,19
7cbd8b19-dccf-49fd-90ee-d50f7d53ab96,Worker,13
67701cbe-ae4d-4636-bdab-41eb5639c8be,Assistant_Manger,17
48d630d5-2f08-4f3b-9179-6410713fa24c,Employee,15
fd6c99a0-0694-44ab-ac42-12b3b2439fe6,Manager,19
113f1c70-452a-44ba-9c14-48424f3fc535,Worker,13
235118de-6d82-4e8d-8918-a18b09eb11d8,Worker,13
88615af1-8414-4f24-b2ab-2bc7e19b0043,Assistant_Manger,17
608de580-423d-4c73-87d8-88123ef0435a,Assistant_Manger,17
185011b2-ed4d-44ef-b67a-0f09a7bbf920,Assistant_Manger,17
52a15b45-3ad2-4fa1-ac5b-22221ddc1559,Employee,15
8ae326b5-0661-4547-9a50-9140cdc74114,Staff,10
941060ca-fe65-4e88-aebf-dde7659a1785,Staff,10
209f35a0-498f-426a-b6f5-e416b16a0368,Employee,15
a3f472a8-b296-45a6-acaf-8e3bf6ae7e40,Worker,13
9d3b0f4f-3313-4980-9af1-7f5953fe01e1,Employee,15
10f8c823-6f0a-4c68-9a4b-b0851f0b92f6,Assistant_Manger,17
ff233b00-6539-453a-81ac-dc4d33b7de8b,Employee,15
e71437a4-918b-4ed0-8b97-378f2b1874ac,Employee,15
a38dd0c1-f212-4dc4-a4a2-3ba2807833cd,Staff,10
16877286-7ced-4ad2-b7f0-0f9ff230b022,Assistant_Manger,17
45726c4b-62c9-4fca-b445-5e20aadbcd1d,Worker,13
6c44ee91-57a3-4d6e-9be1-521e6d0f3ac7,Assistant_Manger,17
7769a0fd-6826-4005-ba2e-19d50c882c07,Employee,15
dce41253-3c5a-46ef-acf5-b1f3d9e7fe30,Employee,15
dce75e17-e681-4582-9766-c504c55a27d0,Worker,13
4f809e5d-667c-4466-96aa-f23784517946,Employee,15
c53c4f19-38f6-4a0b-863a-afa1d5f12981,Employee,15
91ae122b-95bd-4465-8ada-ed118684bef9,Worker,13
243e6ad2-f49a-4049-8b34-7e15493f60f9,Manager,19
06f0bd64-cfd6-479d-8068-6709a14b8856,Worker,13
7378269a-f4ea-4e42-8900-94d3eb3eb6c3,Employee,15
65d9dc81-d601-4096-8c02-7e064144e3e8,Employee,15
00143b3f-5601-49fa-9d2f-6a7c54835763,Worker,13
2152cb70-09cf-4967-b80b-3a3cbd12fcbf,Employee,15
3e791ab4-bcc0-4190-946c-a9f97fd99a8d,Worker,13
ed70d5e7-4079-4357-89bc-ff930d78b70a,Employee,15
5f2010e2-78e6-4e88-ad02-9199ee4ff327,Staff,10
f075d6c9-1183-4666-b060-6480d7d2bb6a,Employee,15
71a9c9d4-d646-475b-a144-4e6db75a285b,Employee,15
7f334bf4-8bcd-4440-8e0a-4648d52fb5da,Staff,10
e7fbccd0-c122-4fb9-8994-5de7f86489f3,Assistant_Manger,17
dd5b08a7-d23a-4860-b78e-75606328e02d,Employee,15
47623ffe-124f-453b-804f-70826cb003d4,Staff,10
347c5df3-aaa5-48d4-b127-f5e7ab7a56d1,Manager,19
2e33f408-d6a3-4f6f-8491-eaa7eb437d2f,Manager,19
532a282d-657a-4cb3-8b4e-7d76c0d9a0cd,Worker,13
ad338a97-54cb-4a03-a400-47b918ab1f66,Assistant_Manger,17
9fe93ab9-d9ca-4e7a-ad56-1a1bfb192196,Employee,15
81de219a-5f28-4367-90f2-2f4510a3e68b,Assistant_Manger,17
48a87e53-ecb3-42ed-9539-de3853f77433,Assistant_Manger,17
36056c72-9c5c-48dd-8a08-6b029cd4c9a5,Worker,13
1bcbe9a7-9b15-4cec-b62c-1f57bd06bf35,Manager,19
4de3eaaa-e7b4-41cb-9721-cd45e577b32a,Staff,10
81818daa-1b64-42f1-9cd0-9b73a7bce65f,Employee,15
a94156c4-bd4d-46a0-8523-2a1c762016fa,Employee,15
38ddcabe-fe0f-4874-b356-2f4cc654b989,Manager,19
d6596f48-052a-4e30-8b9e-680057673200,Staff,10
58c5cdb4-d92c-4232-9b08-745eb97ce0fc,Staff,10
ae5f5d58-074c-4ebf-a304-dbb5e782f373,Employee,15
ba778019-eda0-4dfc-96fa-bc8415051d7f,Employee,15
2caee4c1-2412-4947-9be7-f0156d66d851,Manager,19
d91c4455-86bb-46d9-ad98-d87e1db9052a,Worker,13
