id,source,target,relation
32,GROUP_V1_95eeafb5-580e-4462-9e91-513760e4f9bb,USER_V1_4c5f9423-f18a-49c7-b3f7-13412f0f87a7,part_off
33,USER_V1_a6a4ca5f-5174-43d7-91e7-dcd9f6a11d99,GROUP_V1_f54c7db6-0c0d-438e-bdd4-17c225f375c8,belong_to
33,GROUP_V1_f54c7db6-0c0d-438e-bdd4-17c225f375c8,USER_V1_a6a4ca5f-5174-43d7-91e7-dcd9f6a11d99,part_off
34,USER_V1_5a8986c2-b1e4-46bf-82e6-f006ab055ad2,GROUP_V1_b804c872-9030-4ef3-a834-026004a0bf66,belong_to
34,GROUP_V1_b804c872-9030-4ef3-a834-026004a0bf66,USER_V1_5a8986c2-b1e4-46bf-82e6-f006ab055ad2,part_off
35,USER_V1_d570a92b-0bd0-462f-9c28-392a9be100a6,GROUP_V1_e124a72f-d05d-40fe-acf1-ed7f093d4ebe,belong_to
35,GROUP_V1_e124a72f-d05d-40fe-acf1-ed7f093d4ebe,USER_V1_d570a92b-0bd0-462f-9c28-392a9be100a6,part_off
36,USER_V1_beade76e-e2ca-4c0a-80cb-370710e36919,GROUP_V1_893fd3c8-5470-46d9-ad6f-1f2b23237970,belong_to
36,GROUP_V1_893fd3c8-5470-46d9-ad6f-1f2b23237970,USER_V1_beade76e-e2ca-4c0a-80cb-370710e36919,part_off
37,USER_V1_789c9aae-4156-4662-b97f-fd7e5a522a54,GROUP_V1_18891edc-9c66-4d8c-ae2c-18a56514afc2,belong_to
37,GROUP_V1_18891edc-9c66-4d8c-ae2c-18a56514afc2,USER_V1_789c9aae-4156-4662-b97f-fd7e5a522a54,part_off
38,USER_V1_bbd75cc0-608c-46a1-9709-2094eb0f9215,GROUP_V1_ae13e422-9e61-4091-90c8-c6e673a58543,belong_to
38,GROUP_V1_ae13e422-9e61-4091-90c8-c6e673a58543,USER_V1_bbd75cc0-608c-46a1-9709-2094eb0f9215,part_off
39,USER_V1_b871de02-8d27-40dd-b136-170ed9bd131d,GROUP_V1_a55e5fe4-e2ae-4cbf-963d-33dadf93b52c,belong_to
39,GROUP_V1_a55e5fe4-e2ae-4cbf-963d-33dadf93b52c,USER_V1_b871de02-8d27-40dd-b136-170ed9bd131d,part_off
40,USER_V1_e8888eae-ac64-4d54-b9e4-75b511843651,GROUP_V1_9a7791e8-b51c-47f2-9f4d-1f14d7441e54,belong_to
40,GROUP_V1_9a7791e8-b51c-47f2-9f4d-1f14d7441e54,USER_V1_e8888eae-ac64-4d54-b9e4-75b511843651,part_off
41,USER_V1_31ff1375-ce0f-4f4f-9c85-fe6fc5a9eeef,GROUP_V1_c5ee31c5-0507-43fd-882b-604689c2f103,belong_to
41,GROUP_V1_c5ee31c5-0507-43fd-882b-604689c2f103,USER_V1_31ff1375-ce0f-4f4f-9c85-fe6fc5a9eeef,part_off
42,USER_V1_bc3c9136-5bdc-4f46-a1cf-76435b24c10f,GROUP_V1_f78f2c09-5506-4ebe-a6a1-b5f7ad3421ba,belong_to
42,GROUP_V1_f78f2c09-5506-4ebe-a6a1-b5f7ad3421ba,USER_V1_bc3c9136-5bdc-4f46-a1cf-76435b24c10f,part_off
43,USER_V1_c9c321ea-838c-4a49-9a7a-f245de1a3d96,GROUP_V1_0c12d3bd-7bb6-4558-9c43-d07a2073f6cd,belong_to
43,GROUP_V1_0c12d3bd-7bb6-4558-9c43-d07a2073f6cd,USER_V1_c9c321ea-838c-4a49-9a7a-f245de1a3d96,part_off
44,USER_V1_0fe4e40b-726e-4e20-940d-fdbc1d1ed7db,GROUP_V1_5baa7990-3099-495a-9a77-33769f01daa4,belong_to
44,GROUP_V1_5baa7990-3099-495a-9a77-33769f01daa4,USER_V1_0fe4e40b-726e-4e20-940d-fdbc1d1ed7db,part_off
45,USER_V1_a056ff70-58d6-401a-80d2-3ad8ec4bb916,GROUP_V1_19803d88-d27d-4398-96ec-495317af72fc,belong_to
45,GROUP_V1_19803d88-d27d-4398-96ec-495317af72fc,USER_V1_a056ff70-58d6-401a-80d2-3ad8ec4bb916,part_off
46,USER_V1_bc80d32e-9cd0-4604-88d6-115a38b2f2b3,GROUP_V1_38980038-8ae2-403f-8d8d-e40d9485999c,belong_to
46,GROUP_V1_38980038-8ae2-403f-8d8d-e40d9485999c,USER_V1_bc80d32e-9cd0-4604-88d6-115a38b2f2b3,part_off
47,USER_V1_2c6fc5f3-703f-4279-8159-aab50297354b,GROUP_V1_c2bd31ce-7474-417c-b0a3-a5bb7f0358b1,belong_to
47,GROUP_V1_c2bd31ce-7474-417c-b0a3-a5bb7f0358b1,USER_V1_2c6fc5f3-703f-4279-8159-aab50297354b,part_off
48,USER_V1_f44a77df-8ebd-49b2-8f22-526b1dfcc998,GROUP_V1_9aeaccd5-92e8-4590-b615-25cbc9b168ee,belong_to
48,GROUP_V1_9aeaccd5-92e8-4590-b615-25cbc9b168ee,USER_V1_f44a77df-8ebd-49b2-8f22-526b1dfcc998,part_off
49,USER_V1_92bcb906-9dce-44f4-9d8d-36ceccafdf9d,GROUP_V1_6a428352-4055-4074-9e28-5c051cac2fab,belong_to
49,GROUP_V1_6a428352-4055-4074-9e28-5c051cac2fab,USER_V1_92bcb906-9dce-44f4-9d8d-36ceccafdf9d,part_off
50,USER_V1_7c4e7ac3-f1d6-43cd-bc33-e1a8e7ce30a6,GROUP_V1_13147766-f73b-4413-97aa-7e644eca34f9,belong_to
50,GROUP_V1_13147766-f73b-4413-97aa-7e644eca34f9,USER_V1_7c4e7ac3-f1d6-43cd-bc33-e1a8e7ce30a6,part_off
51,USER_V1_d949ac29-d402-4dfd-a2b8-0eba994524d1,GROUP_V1_52fbc41c-7883-433c-8bb4-84760a3788c1,belong_to
51,GROUP_V1_52fbc41c-7883-433c-8bb4-84760a3788c1,USER_V1_d949ac29-d402-4dfd-a2b8-0eba994524d1,part_off
52,USER_V1_223a5043-16de-4161-878c-929c921fd6e1,GROUP_V1_9795527f-b6ec-4ca9-bd5b-60f192870b64,belong_to
52,GROUP_V1_9795527f-b6ec-4ca9-bd5b-60f192870b64,USER_V1_223a5043-16de-4161-878c-929c921fd6e1,part_off
53,USER_V1_ede430bd-1a8f-40f7-9e54-ff0047358975,GROUP_V1_20bfdc87-6d21-41dc-84dd-ac12845fc7e6,belong_to
53,GROUP_V1_20bfdc87-6d21-41dc-84dd-ac12845fc7e6,USER_V1_ede430bd-1a8f-40f7-9e54-ff0047358975,part_off
54,USER_V1_8938f2e4-d73c-458f-9cf1-63c6a41b9418,GROUP_V1_bf8c3a5b-ebf7-42a5-b7b9-f492ceb3b8b7,belong_to
54,GROUP_V1_bf8c3a5b-ebf7-42a5-b7b9-f492ceb3b8b7,USER_V1_8938f2e4-d73c-458f-9cf1-63c6a41b9418,part_off
55,USER_V1_7d9ecc9c-eef7-47fb-9cf0-2de0e6338488,GROUP_V1_ba53edf5-4127-4ab3-b2b2-7476acc236ad,belong_to
55,GROUP_V1_ba53edf5-4127-4ab3-b2b2-7476acc236ad,USER_V1_7d9ecc9c-eef7-47fb-9cf0-2de0e6338488,part_off
56,USER_V1_ecc73508-c940-4560-9d5c-23be98c65421,GROUP_V1_90813c88-928f-4e15-9ee3-d993f3062fd6,belong_to
56,GROUP_V1_90813c88-928f-4e15-9ee3-d993f3062fd6,USER_V1_ecc73508-c940-4560-9d5c-23be98c65421,part_off
57,USER_V1_cb8fb89d-179b-4971-b9a1-67ce393e8fd0,GROUP_V1_2b6bcccf-ec19-4c5b-b68d-da44d5e34321,belong_to
57,GROUP_V1_2b6bcccf-ec19-4c5b-b68d-da44d5e34321,USER_V1_cb8fb89d-179b-4971-b9a1-67ce393e8fd0,part_off
58,USER_V1_ee2cc8a2-6be8-4b44-8290-f319a851cbab,GROUP_V1_426300dc-ed51-4683-9131-3b4be8faff05,belong_to
58,GROUP_V1_426300dc-ed51-4683-9131-3b4be8faff05,USER_V1_ee2cc8a2-6be8-4b44-8290-f319a851cbab,part_off
59,USER_V1_dba13382-3588-40a4-a590-2e16cc4fae1b,GROUP_V1_9c1026bb-8f71-4733-adc0-13b01ce40051,belong_to
59,GROUP_V1_9c1026bb-8f71-4733-adc0-13b01ce40051,USER_V1_dba13382-3588-40a4-a590-2e16cc4fae1b,part_off
60,USER_V1_d23475d5-842b-4028-96d4-b04a8afd7cca,GROUP_V1_23a63ac8-ab6a-4f6b-acdb-ada518a28c60,belong_to
60,GROUP_V1_23a63ac8-ab6a-4f6b-acdb-ada518a28c60,USER_V1_d23475d5-842b-4028-96d4-b04a8afd7cca,part_off
61,USER_V1_459f1a34-8da1-4b2a-a29a-4216d00aa57d,GROUP_V1_87d91293-9181-47ea-a877-7b0c15296f6f,belong_to
61,GROUP_V1_87d91293-9181-47ea-a877-7b0c15296f6f,USER_V1_459f1a34-8da1-4b2a-a29a-4216d00aa57d,part_off
62,USER_V1_8ba9fc73-5bb7-409c-b113-85ded5b1ad53,GROUP_V1_89b0987b-fbad-40f1-b59b-9e5f426798e9,belong_to
62,GROUP_V1_89b0987b-fbad-40f1-b59b-9e5f426798e9,USER_V1_8ba9fc73-5bb7-409c-b113-85ded5b1ad53,part_off
63,USER_V1_4cddc715-1eb5-47fb-ae47-bb4b9859f200,GROUP_V1_fc4cc579-af65-453d-a479-8bfae4e7d8e8,belong_to
63,GROUP_V1_fc4cc579-af65-453d-a479-8bfae4e7d8e8,USER_V1_4cddc715-1eb5-47fb-ae47-bb4b9859f200,part_off
64,USER_V1_8f4b92bf-1d1e-4afc-b35b-2458a73e9e10,GROUP_V1_590989bb-a574-4396-ae42-81b2d1829a28,belong_to
64,GROUP_V1_590989bb-a574-4396-ae42-81b2d1829a28,USER_V1_8f4b92bf-1d1e-4afc-b35b-2458a73e9e10,part_off
65,USER_V1_8a69d205-4ff7-41c6-8ece-ce3d13bac563,GROUP_V1_93495d70-586a-4578-9325-bc0dbcb1f4b7,belong_to
65,GROUP_V1_93495d70-586a-4578-9325-bc0dbcb1f4b7,USER_V1_8a69d205-4ff7-41c6-8ece-ce3d13bac563,part_off
66,USER_V1_606433e3-e525-4efd-8ac3-f640bd44ae50,GROUP_V1_db20a1f6-4a4a-4514-9cf8-a56e2b74626e,belong_to
66,GROUP_V1_db20a1f6-4a4a-4514-9cf8-a56e2b74626e,USER_V1_606433e3-e525-4efd-8ac3-f640bd44ae50,part_off
67,USER_V1_bf1028f9-f537-426c-9e2f-d3b6ba7cafbd,GROUP_V1_ab82ce06-3d7c-4ef5-a84a-af0427131389,belong_to
67,GROUP_V1_ab82ce06-3d7c-4ef5-a84a-af0427131389,USER_V1_bf1028f9-f537-426c-9e2f-d3b6ba7cafbd,part_off
68,USER_V1_7fc9bc2f-3b65-45de-8234-79d9eff8c354,GROUP_V1_dd3d4be0-3e91-4bda-8438-9d77c3b7401c,belong_to
68,GROUP_V1_dd3d4be0-3e91-4bda-8438-9d77c3b7401c,USER_V1_7fc9bc2f-3b65-45de-8234-79d9eff8c354,part_off
69,USER_V1_87063698-8c5a-42b5-8a9e-d409aac1a447,GROUP_V1_53c0a570-8ffb-4afe-b8de-7f0cc1c2b121,belong_to
69,GROUP_V1_53c0a570-8ffb-4afe-b8de-7f0cc1c2b121,USER_V1_87063698-8c5a-42b5-8a9e-d409aac1a447,part_off
70,USER_V1_ed756809-3558-405e-be52-d4120a2360bb,GROUP_V1_b152a355-7e10-49e8-b690-3a82363c9822,belong_to
70,GROUP_V1_b152a355-7e10-49e8-b690-3a82363c9822,USER_V1_ed756809-3558-405e-be52-d4120a2360bb,part_off
71,USER_V1_3c1f1cec-4a1e-4912-a656-19a167151bc1,GROUP_V1_3232b85c-082c-4418-ab16-7b83260622bc,belong_to
71,GROUP_V1_3232b85c-082c-4418-ab16-7b83260622bc,USER_V1_3c1f1cec-4a1e-4912-a656-19a167151bc1,part_off
72,USER_V1_5dd9622d-5059-4904-8bc5-af407d0e9aae,GROUP_V1_81b83ca2-eac6-4c1c-bcd3-9872c081d60d,belong_to
72,GROUP_V1_81b83ca2-eac6-4c1c-bcd3-9872c081d60d,USER_V1_5dd9622d-5059-4904-8bc5-af407d0e9aae,part_off
73,USER_V1_f63c9c4b-cdd3-4bfc-99e3-5e3761f29060,GROUP_V1_824ac861-23cb-4e0b-ac6e-0b5b16973bff,belong_to
73,GROUP_V1_824ac861-23cb-4e0b-ac6e-0b5b16973bff,USER_V1_f63c9c4b-cdd3-4bfc-99e3-5e3761f29060,part_off
74,USER_V1_9eee4b77-4edd-4196-83af-090ebb7bf7e9,GROUP_V1_1f5df2a2-db81-4fdf-8e3b-0925298ddc0f,belong_to
74,GROUP_V1_1f5df2a2-db81-4fdf-8e3b-0925298ddc0f,USER_V1_9eee4b77-4edd-4196-83af-090ebb7bf7e9,part_off
75,USER_V1_894644ac-4dfc-49a5-b955-94128ae4ca38,GROUP_V1_a6cb1869-dc96-4841-95ca-6faffadbe305,belong_to
75,GROUP_V1_a6cb1869-dc96-4841-95ca-6faffadbe305,USER_V1_894644ac-4dfc-49a5-b955-94128ae4ca38,part_off
76,USER_V1_8314ae8b-a805-4c73-b55a-56be15845ab6,GROUP_V1_dd9d4cc9-5762-459f-b5e8-28f94a54030e,belong_to
76,GROUP_V1_dd9d4cc9-5762-459f-b5e8-28f94a54030e,USER_V1_8314ae8b-a805-4c73-b55a-56be15845ab6,part_off
77,USER_V1_ac33f79d-0601-44ae-9b10-13706e14a799,GROUP_V1_cd8de52f-df10-42b6-8ba2-f6c23a5612e4,belong_to
77,GROUP_V1_cd8de52f-df10-42b6-8ba2-f6c23a5612e4,USER_V1_ac33f79d-0601-44ae-9b10-13706e14a799,part_off
78,USER_V1_3838fcca-9464-4713-b4a7-1963da74b5ce,GROUP_V1_710dacef-7980-4ea6-a213-3af8ab2f4fd5,belong_to
78,GROUP_V1_710dacef-7980-4ea6-a213-3af8ab2f4fd5,USER_V1_3838fcca-9464-4713-b4a7-1963da74b5ce,part_off
79,USER_V1_0b9cc95d-80aa-48a5-92e9-e0bc174c75dd,GROUP_V1_03b4dec1-d81c-4f0b-9654-fbac98d1f3a0,belong_to
79,GROUP_V1_03b4dec1-d81c-4f0b-9654-fbac98d1f3a0,USER_V1_0b9cc95d-80aa-48a5-92e9-e0bc174c75dd,part_off
80,USER_V1_c41a7ca1-0839-42f3-a913-1821a5ee6d6e,GROUP_V1_e13d0126-936a-4d3a-852c-55ab56bb6941,belong_to
80,GROUP_V1_e13d0126-936a-4d3a-852c-55ab56bb6941,USER_V1_c41a7ca1-0839-42f3-a913-1821a5ee6d6e,part_off
81,USER_V1_66f5d24d-07ce-4d14-b8fb-8326dde9e17b,GROUP_V1_a2a09740-a8c7-42cb-a2ae-51eda48def48,belong_to
81,GROUP_V1_a2a09740-a8c7-42cb-a2ae-51eda48def48,USER_V1_66f5d24d-07ce-4d14-b8fb-8326dde9e17b,part_off
82,USER_V1_5a81ed11-0ca2-4a1b-a720-5b74034cfae9,GROUP_V1_74773902-6170-4ff5-a9d4-4491e7caa1b4,belong_to
82,GROUP_V1_74773902-6170-4ff5-a9d4-4491e7caa1b4,USER_V1_5a81ed11-0ca2-4a1b-a720-5b74034cfae9,part_off
83,USER_V1_2ff858e3-d771-4bab-970c-7ac9d3155ed6,GROUP_V1_8fadf24d-6bfc-4411-9c0d-33e17121b2c7,belong_to
83,GROUP_V1_8fadf24d-6bfc-4411-9c0d-33e17121b2c7,USER_V1_2ff858e3-d771-4bab-970c-7ac9d3155ed6,part_off
84,USER_V1_eba99d96-cf84-4529-b8ee-d03411dba2ab,GROUP_V1_dfeab036-b21c-457e-82d3-a17ac8f0b1da,belong_to
84,GROUP_V1_dfeab036-b21c-457e-82d3-a17ac8f0b1da,USER_V1_eba99d96-cf84-4529-b8ee-d03411dba2ab,part_off
85,USER_V1_8ea48d83-add8-420e-b125-9a8affe1152f,GROUP_V1_3876deb3-c3f5-44db-8e0a-f1a4a21bcef4,belong_to
85,GROUP_V1_3876deb3-c3f5-44db-8e0a-f1a4a21bcef4,USER_V1_8ea48d83-add8-420e-b125-9a8affe1152f,part_off
86,USER_V1_7a79c119-85bc-4904-bbd6-8a3256a952b1,GROUP_V1_6ec12025-5a88-48e7-88bc-e2476b6d58d3,belong_to
86,GROUP_V1_6ec12025-5a88-48e7-88bc-e2476b6d58d3,USER_V1_7a79c119-85bc-4904-bbd6-8a3256a952b1,part_off
87,USER_V1_3f37b9d6-c035-4d23-bae9-68318619572e,GROUP_V1_31dd98d6-31f6-40d8-ae1d-b36ca4ce6c13,belong_to
87,GROUP_V1_31dd98d6-31f6-40d8-ae1d-b36ca4ce6c13,USER_V1_3f37b9d6-c035-4d23-bae9-68318619572e,part_off
88,USER_V1_c047d081-2187-44b1-853d-fbb48c57d6d2,GROUP_V1_5aeab6bf-3108-415f-a33d-8ee630b7ef6c,belong_to
88,GROUP_V1_5aeab6bf-3108-415f-a33d-8ee630b7ef6c,USER_V1_c047d081-2187-44b1-853d-fbb48c57d6d2,part_off
89,USER_V1_8bd76f30-754b-47a0-8cf9-20faf88d5108,GROUP_V1_ad6334fa-d68c-47a6-8752-774fabf6a57a,belong_to
89,GROUP_V1_ad6334fa-d68c-47a6-8752-774fabf6a57a,USER_V1_8bd76f30-754b-47a0-8cf9-20faf88d5108,part_off
90,USER_V1_02afc59b-958b-4288-b627-22dd6b4989b9,GROUP_V1_5f2e1819-da3e-40b1-a5f2-cd8da9b38897,belong_to
90,GROUP_V1_5f2e1819-da3e-40b1-a5f2-cd8da9b38897,USER_V1_02afc59b-958b-4288-b627-22dd6b4989b9,part_off
91,USER_V1_0ebfe3cf-e110-4319-8e58-e6bbdecf3de4,GROUP_V1_dfc36225-6771-44e7-90bb-7ad5a8a627a0,belong_to
91,GROUP_V1_dfc36225-6771-44e7-90bb-7ad5a8a627a0,USER_V1_0ebfe3cf-e110-4319-8e58-e6bbdecf3de4,part_off
92,USER_V1_5053b64b-8107-4c13-afab-5fcb6ce013c9,GROUP_V1_8abcf544-b016-4316-ab01-6e44388176fe,belong_to
92,GROUP_V1_8abcf544-b016-4316-ab01-6e44388176fe,USER_V1_5053b64b-8107-4c13-afab-5fcb6ce013c9,part_off
93,USER_V1_f04363d7-3d14-4801-a178-6de09236e155,GROUP_V1_7bc7ef3f-1ad8-4f32-8b77-a0c62c6f0372,belong_to
