id,role,grade
af7b24eb-22df-4675-a737-cc0870ec6651,Worker,13
b3bf6e0f-430b-41d3-9f27-a781472e3d2f,Employee,15
0e22ac85-8b8a-4efd-ba8b-610d0e65e359,Employee,15
3d427459-6233-4ceb-9be6-665ac86e7208,Employee,15
566a6d80-3342-4e24-a7c3-fb3fa59972ff,Manager,19
b8738a87-41cd-4b3e-a7a3-528e6d1c6565,Manager,19
0d4edd01-eb4b-4cb0-a81b-0c3ce3a33460,Assistant_Manger,17
5270c217-1e9d-4bd0-b4cf-5d6c0a4b65e2,Employee,15
3b6115e7-643c-4f51-b981-299b453822cf,Manager,19
838addb8-17ea-438b-babe-56f7c64deedf,Manager,19
a4d4a787-5bd2-4edf-b8f8-07894124fe7f,Staff,10
373ff6ac-b906-4e6d-abd4-099d6b432263,Worker,13
1510b193-2fdf-46d9-9c3b-a4146f2a45bf,Staff,10
bb164a5c-1137-4f15-8a36-adaaf108da08,Assistant_Manger,17
5dc29481-aafc-4821-89d1-7cab1ccf5b7e,Manager,19
efd5c94a-873f-44f4-8877-192a64fae204,Assistant_Manger,17
f153ae8d-0737-4c61-a47c-a6d5ad979158,Worker,13
6f303b15-0d36-4160-9da1-b8a06c605abd,Manager,19
17264ef6-afb2-424d-a6e5-986bca965ddc,Worker,13
1e16b93f-40ca-4e05-93e9-5d0891db00ec,Staff,10
880c41c7-9d57-4aa9-b30b-90abc895e42d,Employee,15
a3071d3a-12a2-4756-a88c-76828da32557,Assistant_Manger,17
e9f657ad-4a78-4af6-8eb2-696a4beffa2e,Assistant_Manger,17
a24be6e6-a6ee-4eae-acb9-bbf3e31b4f54,Staff,10
9ba1565b-a48a-4504-abc2-26c0bb38c9ae,Staff,10
889b245b-249e-47e2-bc2b-2c397814ee64,Staff,10
696c0dc4-23af-4970-818a-f35edf0a678d,Worker,13
d78a30e5-c859-4b7f-83a5-fa0eff3bd3cd,Staff,10
662d5e79-5d18-4e39-8552-fee7d0e65b6d,Worker,13
2b65b45d-bc16-49ff-b7a0-755cfba298fa,Manager,19
84e89eae-57ae-47e0-a9ca-a643b3c61dc8,Worker,13
3eb1431b-a5c1-4738-a22b-85c65cb241fc,Worker,13
db4ccaca-860e-4662-9a9b-51795cfbed57,Staff,10
793b82f5-dbb3-4449-a014-290471062437,Manager,19
15f5bece-d8bc-41af-88a6-a6f2effd2a4f,Manager,19
f326d63a-3354-47bf-b9d7-af3cd01f2696,Employee,15
53231382-48ef-40b0-bda2-e1803c3e8a31,Employee,15
613ac534-5fa1-4d35-871e-0912d6035181,Manager,19
0453a7aa-1225-409c-9527-a92025659c66,Worker,13
69879feb-fde7-4e0c-a1a0-f8bd1cc5a571,Employee,15
c004d874-56ef-4b07-ad4a-f8fef9417aca,Worker,13
66064556-40f2-4474-ac59-723fd3699412,Manager,19
389b3517-fa8a-4f9b-bf1a-1214efb5e4fd,Employee,15
109e5d46-939b-4d36-a551-3a4d217de825,Employee,15
ff0a530a-51d6-4d9b-b76d-ec2bce8aa97a,Employee,15
d11fa4c6-b958-4907-95ae-673914072a38,Staff,10
4935fd06-d45f-419a-9e32-805ddc456f88,Staff,10
b13bace9-db20-4c3e-be8a-43eac30c6063,Assistant_Manger,17
480ea62e-32d3-43f7-aede-e8180b50356b,Manager,19
9c9a5e81-b312-41e4-88b0-f26f4ea77517,Assistant_Manger,17
fe933729-40d0-47c8-8ba8-19fb80b8d722,Manager,19
9ee9d1d6-c9af-4035-a803-8fddaa07c209,Employee,15
09e8cd3b-8c23-4ffb-bd5b-725453b2451e,Manager,19
cca95bd7-183b-40ab-a8fe-006bdc0500f3,Manager,19
28da403c-b85c-4e5c-adde-f551e4b68d37,Worker,13
34448c3c-2838-42ca-87eb-d1eeecff4753,Assistant_Manger,17
e7af5783-94a8-4f26-9627-746400622e33,Employee,15
79bc2803-b361-4a20-a611-08d95a0cdee5,Worker,13
c76d4a44-5a3b-4979-af22-acc99ca3a6f4,Worker,13
84b1524e-0eb3-49c6-b483-096f2abd2998,Manager,19
6460a1d2-12e2-4acc-b77b-990f3219a3bf,Manager,19
82d1fd73-3f37-41ad-ad85-8861081a78e7,Manager,19
3a48e5a1-d2bd-4ffe-8d9f-26e1b856fc4e,Staff,10
a34f86ff-33eb-4c11-b811-7622d8ee9be7,Employee,15
84abfa70-c79c-465c-bc16-a3f68f0829d6,Manager,19
6c2507e1-065f-4d19-8271-ecdf3216338b,Employee,15
9a1f479f-18ca-49e6-98ba-99f246b40275,Assistant_Manger,17
b7725780-938b-4b6b-985d-0c9c1888a913,Employee,15
8e241ea4-77d9-46e4-be8d-be194393d367,Worker,13
e6082ca1-9263-4f36-ad90-75788dd89e06,Staff,10
0859021f-4bc7-46f1-8776-53497c456e2f,Employee,15
10e46582-f33a-487f-8791-0fdad1839048,Manager,19
e42caeb3-2656-4c78-a2ff-0f97f6864ecd,Worker,13
836856f0-77b1-4000-a121-c069f2373aeb,Worker,13
14fc1c05-3670-4403-b2df-9d89693a4e21,Manager,19
fb061a48-12de-4f66-bd32-93064dd9e335,Staff,10
abd22188-2c0b-4fc9-a7f4-f0c4554dfe06,Manager,19
4c69b5e3-b062-4a2f-b916-4c1bae1da9b4,Assistant_Manger,17
b16d5867-c4ed-4de9-bd92-bf859964f233,Assistant_Manger,17
239ac9e5-2f92-4edb-8736-dff086fcb0c7,Assistant_Manger,17
2df5fcbb-88da-4673-9cba-e243934257db,Worker,13
7c3cd234-1c9f-4c39-98c4-db7a2662a3cf,Employee,15
6876e1e9-d21b-46f8-ad66-7491056f184e,Staff,10
2ffc3dfb-236a-400c-b3d7-451fa1c02500,Staff,10
ee087ccf-9bb9-42c2-baba-5b61152d1ae9,Staff,10
c94d7a05-19a1-4a92-be62-dff19fc665fc,Manager,19
6fdc6d4b-3fda-4c0d-ab6c-14205c430972,Employee,15
d56087ab-b538-4a40-9a8f-d32afc8767d0,Staff,10
65ed0e71-b03d-42ec-9843-b3ec26a0140f,Manager,19
c7218337-55de-47f5-8b0b-b7c1daae60d9,Manager,19
db97fa3e-0a41-43c0-beca-437baabc86ee,Worker,13
dbbaab08-96a1-4459-8e5c-80d2cb041206,Assistant_Manger,17
915aa101-121e-4f9d-b77c-54efe732dc77,Employee,15
0fd18d78-7484-4cf7-9461-688c3dd69597,Worker,13
3fc5f473-6df6-4df0-87b4-ed49e59b5d56,Assistant_Manger,17
5349514d-5561-4e12-8fad-04f7eec0eaf1,Staff,10
eefe77de-fdec-461e-b871-3c08f9cc0100,Employee,15
052c2b91-305e-4df6-9a1d-f76e46d66314,Manager,19
e8913629-e7b7-42f1-97fb-936a1071dde2,Manager,19
9d557435-c5d0-48d0-945d-4f005add8d48,Staff,10
3788a1af-2e0f-4f56-9ec0-32eb2988627d,Employee,15
84969211-ff46-41dc-a546-deb1e929a1a2,Staff,10
682d234f-cf90-4b37-a0ac-879bd8b0c374,Employee,15
8fdf2274-0c0d-426e-b1ab-71634612392c,Assistant_Manger,17
8a6d441c-8d03-4251-b9cf-8486051cc2ba,Worker,13
2a84a653-8da5-4530-9ce1-e4d9b4f5430a,Assistant_Manger,17
ffeb75e6-e723-479c-9d77-25b960e10abc,Manager,19
4b43f9a6-9a92-4821-8b0b-9d55ccca5935,Staff,10
c8739de8-8acf-4142-8df5-1f76dd3929ac,Manager,19
68546b33-cd70-4d94-a9fb-9ea679293c32,Worker,13
d196a2fa-874f-4ca0-82a2-3ebf27da2c61,Employee,15
3554308e-9b4d-4f03-9906-1953dc14ff85,Worker,13
29e515a9-6094-413c-ae3a-e8ea284e0c76,Assistant_Manger,17
890824d5-a994-4bd8-af59-ed5e8b6ae664,Staff,10
e58fdcf9-314e-423c-bba9-d93fe594c051,Manager,19
967eed96-db77-41c9-9c3c-e0985043643b,Employee,15
8bd47262-5711-4a49-b9db-5e432ad7d22a,Staff,10
7af8b21d-6914-4e61-9d96-46d88ace9a7e,Assistant_Manger,17
4cb18b06-775a-4c57-9e84-c9b1f5335db5,Staff,10
27c5c3c3-2a03-471c-a0ab-5fb1f207e4cb,Employee,15
429338ba-1c80-4ef5-9d6d-b1a825022fd8,Manager,19
2e7069d2-06ec-4f6b-aa7f-4c40c72e7eb2,Employee,15
fb95670d-c03d-4017-b170-cdbedc815694,Worker,13
7e04dbc5-3efc-4559-bed2-7a06b9d30789,Employee,15
36b9e4e6-b7a5-42ac-86e2-34417d9a5c86,Assistant_Manger,17
a2c1d72b-dd70-40b1-b119-b46e4c7f22d3,Employee,15
3e528878-f5cc-4463-b684-9a2eb471ad54,Assistant_Manger,17
d9e8ff74-9847-4d17-8621-3d320df93f64,Worker,13
f902c849-eae6-4063-bfe5-fdc9b31437bf,Assistant_Manger,17
710b7ae7-c8a5-4bfa-acf6-10c2eb5f1eb5,Staff,10
87ec1a6c-4caf-416d-a630-61f321614b36,Assistant_Manger,17
e706b127-8eee-4255-8a09-9622976501f4,Manager,19
043ca390-a4d3-49c9-b856-328900fad3fe,Employee,15
4c9a3751-c4a3-470f-ba93-a4da588bb278,Staff,10
bd7ecf49-353c-4e64-ad5c-4d21707e507c,Manager,19
61941a84-1159-424d-9767-be1e60a88f70,Staff,10
a60580e8-3424-4c79-8746-51dcaef4ff59,Employee,15
5ad635ff-4825-4c90-bb83-f2ef06a72427,Staff,10
b391d06d-58a6-4654-bb0c-bfd264b17216,Employee,15
34e4224b-5473-48df-b43f-d15757f9874a,Manager,19
4280cb86-4793-42b5-8b09-964fb5ee036c,Staff,10
c83d4899-01d4-496a-bfa6-4e44a155eb85,Staff,10
104aaa0a-d18d-44f6-9c92-482e6ab7ee5f,Staff,10
2a035d48-c573-4e68-845c-ae8881d7f3d0,Staff,10
5bdb99e1-e1f3-457e-8f1b-c94e0a395417,Employee,15
1e28d8ef-fdf8-4075-b2c8-9205a9a51019,Assistant_Manger,17
fed97365-c9e9-4289-8a7c-e31b12782586,Assistant_Manger,17
e71ef6ce-6d12-48b0-bad9-0b570fcac07b,Employee,15
4fb0f292-512a-49db-adc4-68cc4e2e7924,Manager,19
39a81e14-e0fe-491a-b32f-ee1d5121e662,Worker,13
300ef543-549c-43c9-81fd-7d0fb38fd31e,Manager,19
8002f28a-318c-41ce-85dc-af8875d5a718,Staff,10
1327c2bc-e1f5-44fc-8f7c-fc37b887b571,Manager,19
785fc353-d9b5-4066-9d97-4d0d15ed6614,Staff,10
00185e82-704e-46b9-bc16-7abe52ee4551,Assistant_Manger,17
41447c5a-2ab7-4164-9de0-271dbf201759,Worker,13
6897162b-371f-4689-84c8-a97f312b280f,Assistant_Manger,17
0a16baa1-4ef8-4ce7-93db-1ca32a08b93c,Manager,19
e3392a30-67e3-42b2-a0e2-ccdc8f37b29b,Worker,13
61b5cb88-d5e2-4a45-b502-7dbf7b70f4ae,Worker,13
083e5fb5-8e87-4201-bb58-64331119f36b,Worker,13
23d64c27-427e-4c6b-9967-0efcf508bea2,Assistant_Manger,17
a42458e8-c8b0-477c-941c-9c243ad8416d,Assistant_Manger,17
861b3e82-db60-44a2-8f8c-9436bcad3d49,Staff,10
e4bc24c4-72c2-4a0f-82e2-9a4a9b3a75a8,Manager,19
7c0f6aff-59f8-4099-98d5-b381d37a7de3,Staff,10
1484d1d2-a27f-40de-8121-881359381a8a,Employee,15
787a9e05-42cd-4af4-9188-ea02ca0408b8,Manager,19
f29e4142-2871-4411-8816-c8d5ddb32109,Worker,13
9ee235e6-6814-46f7-a7ff-f45ce1de093f,Employee,15
9a8c1eb8-30c1-49e9-bcf6-927f54f9d5a7,Assistant_Manger,17
4e91972c-2848-46d7-8b7f-0bca1026671f,Manager,19
e99159de-14ba-4631-bf28-1b720f3f6eee,Employee,15
