117,Manager,19
118,Worker,13
119,Employee,15
120,Worker,13
121,Worker,13
122,Worker,13
123,Manager,19
124,Manager,19
125,Staff,10
126,Assistant_Manger,17
127,Manager,19
128,Staff,10
129,Staff,10
130,Manager,19
131,Worker,13
132,Employee,15
133,Assistant_Manger,17
134,Worker,13
135,Worker,13
136,Staff,10
137,Worker,13
138,Employee,15
139,Assistant_Manger,17
140,Manager,19
141,Worker,13
142,Employee,15
143,Manager,19
144,Worker,13
145,Employee,15
146,Staff,10
147,Employee,15
148,Assistant_Manger,17
149,Worker,13
150,Employee,15
151,Staff,10
152,Assistant_Manger,17
153,Staff,10
154,Assistant_Manger,17
155,Employee,15
156,Worker,13
157,Staff,10
158,Worker,13
159,Worker,13
160,Employee,15
161,Manager,19
162,Assistant_Manger,17
163,Worker,13
164,Staff,10
165,Staff,10
166,Worker,13
167,Manager,19
168,Worker,13
169,Employee,15
170,Employee,15
171,Worker,13
172,Staff,10
173,Assistant_Manger,17
174,Worker,13
175,Employee,15
176,Assistant_Manger,17
177,Manager,19
178,Assistant_Manger,17
179,Staff,10
180,Worker,13
181,Worker,13
182,Employee,15
183,Worker,13
184,Employee,15
185,Employee,15
186,Manager,19
187,Manager,19
188,Employee,15
189,Assistant_Manger,17
190,Employee,15
191,Employee,15
192,Manager,19
193,Assistant_Manger,17
194,Staff,10
195,Assistant_Manger,17
196,Assistant_Manger,17
197,Worker,13
198,Assistant_Manger,17
199,Manager,19
200,Assistant_Manger,17
201,Staff,10
202,Assistant_Manger,17
203,Employee,15
204,Assistant_Manger,17
205,Staff,10
206,Staff,10
207,Worker,13
208,Staff,10
209,Staff,10
210,Worker,13
211,Employee,15
212,Assistant_Manger,17
213,Employee,15
214,Worker,13
215,Staff,10
216,Assistant_Manger,17
217,Worker,13
218,Employee,15
219,Worker,13
220,Staff,10
221,Manager,19
222,Staff,10
223,Manager,19
224,Worker,13
225,Assistant_Manger,17
226,Employee,15
227,Manager,19
228,Assistant_Manger,17
229,Manager,19
230,Worker,13
231,Assistant_Manger,17
232,Assistant_Manger,17
233,Manager,19
234,Staff,10
235,Manager,19
236,Staff,10
237,Staff,10
238,Worker,13
239,Staff,10
240,Staff,10
241,Assistant_Manger,17
242,Manager,19
243,Employee,15
244,Manager,19
245,Staff,10
246,Assistant_Manger,17
247,Manager,19
248,Employee,15
249,Assistant_Manger,17
250,Employee,15
251,Assistant_Manger,17
252,Worker,13
253,Worker,13
254,Employee,15
255,Manager,19
256,Staff,10
257,Manager,19
258,Manager,19
259,Manager,19
260,Staff,10
261,Manager,19
262,Employee,15
263,Manager,19
264,Staff,10
265,Employee,15
266,Worker,13
267,Employee,15
268,Manager,19
269,Assistant_Manger,17
270,Worker,13
271,Manager,19
272,Employee,15
273,Employee,15
274,Assistant_Manger,17
275,Manager,19
276,Manager,19
277,Worker,13
278,Manager,19
279,Assistant_Manger,17
280,Worker,13
281,Worker,13
282,Assistant_Manger,17
283,Worker,13
284,Worker,13
285,Staff,10
286,Manager,19
287,Assistant_Manger,17
288,Employee,15
289,Employee,15
290,Employee,15
291,Employee,15
292,Manager,19
293,Employee,15
294,Worker,13
295,Staff,10
296,Employee,15
297,Manager,19
298,Assistant_Manger,17
299,Employee,15
300,Worker,13
301,Worker,13
302,Employee,15
303,Worker,13
304,Manager,19
305,Manager,19
306,Employee,15
307,Manager,19
308,Staff,10
309,Employee,15
310,Employee,15
311,Assistant_Manger,17
312,Worker,13
313,Manager,19
314,Staff,10
315,Worker,13
316,Employee,15
317,Staff,10
318,Staff,10
319,Manager,19
320,Worker,13
321,Employee,15
322,Manager,19
323,Manager,19
324,Manager,19
325,Assistant_Manger,17
326,Manager,19
327,Staff,10
328,Assistant_Manger,17
329,Employee,15
330,Manager,19
331,Assistant_Manger,17
332,Worker,13
333,Assistant_Manger,17
334,Worker,13
335,Assistant_Manger,17
336,Manager,19
337,Assistant_Manger,17
338,Manager,19
339,Worker,13
340,Employee,15
341,Assistant_Manger,17
342,Assistant_Manger,17
343,Manager,19
344,Assistant_Manger,17
345,Manager,19
346,Staff,10
347,Staff,10
348,Employee,15
349,Staff,10
350,Manager,19
351,Employee,15
352,Assistant_Manger,17
353,Employee,15
354,Assistant_Manger,17
355,Manager,19
356,Employee,15
357,Manager,19
358,Assistant_Manger,17
359,Assistant_Manger,17
360,Assistant_Manger,17
361,Staff,10
362,Worker,13
363,Manager,19
364,Employee,15
365,Assistant_Manger,17
366,Employee,15
367,Assistant_Manger,17
368,Assistant_Manger,17
369,Staff,10
370,Staff,10
371,Assistant_Manger,17
372,Worker,13
373,Assistant_Manger,17
374,Employee,15
375,Employee,15
376,Manager,19
377,Worker,13
378,Assistant_Manger,17
379,Staff,10
380,Assistant_Manger,17
381,Manager,19
382,Manager,19
383,Assistant_Manger,17
384,Staff,10
385,Staff,10
386,Manager,19
387,Worker,13
388,Manager,19
389,Assistant_Manger,17
390,Employee,15
391,Assistant_Manger,17
392,Worker,13
393,Employee,15
394,Employee,15
395,Staff,10
396,Assistant_Manger,17
397,Employee,15
398,Staff,10
399,Worker,13
400,Employee,15
401,Manager,19
402,Worker,13
403,Worker,13
404,Employee,15
405,Employee,15
406,Employee,15
407,Assistant_Manger,17
408,Employee,15
409,Assistant_Manger,17
410,Assistant_Manger,17
411,Assistant_Manger,17
412,Staff,10
413,Employee,15
414,Employee,15
415,Staff,10
416,Staff,10
417,Worker,13
418,Manager,19
419,Assistant_Manger,17
420,Assistant_Manger,17
421,Assistant_Manger,17
422,Staff,10
423,Employee,15
424,Employee,15
425,Manager,19
426,Employee,15
427,Manager,19
428,Assistant_Manger,17
429,Worker,13
430,Worker,13
431,Worker,13
432,Assistant_Manger,17
433,Staff,10
434,Staff,10
435,Manager,19
436,Staff,10
437,Manager,19
438,Worker,13
439,Manager,19
440,Staff,10
441,Manager,19
442,Manager,19
443,Assistant_Manger,17
444,Assistant_Manger,17
445,Employee,15
446,Assistant_Manger,17
447,Staff,10
448,Manager,19
449,Employee,15
450,Assistant_Manger,17
451,Manager,19
452,Assistant_Manger,17
453,Manager,19
454,Worker,13
455,Employee,15
456,Assistant_Manger,17
457,Assistant_Manger,17
458,Worker,13
459,Assistant_Manger,17
460,Worker,13
461,Assistant_Manger,17
462,Worker,13
463,Staff,10
464,Manager,19
465,Staff,10
466,Employee,15
467,Assistant_Manger,17
468,Staff,10
469,Worker,13
470,Assistant_Manger,17
471,Staff,10
472,Worker,13
473,Manager,19
474,Assistant_Manger,17
475,Assistant_Manger,17
476,Worker,13
477,Worker,13
478,Assistant_Manger,17
479,Manager,19
480,Employee,15
481,Assistant_Manger,17
482,Manager,19
483,Staff,10
484,Manager,19
485,Manager,19
486,Employee,15
487,Employee,15
488,Assistant_Manger,17
489,Manager,19
490,Manager,19
491,Manager,19
492,Staff,10
493,Assistant_Manger,17
494,Staff,10
495,Staff,10
496,Staff,10
497,Manager,19
498,Employee,15
499,Assistant_Manger,17
500,Worker,13
501,Employee,15
502,Worker,13
503,Staff,10
504,Assistant_Manger,17
505,Manager,19
506,Worker,13
507,Employee,15
508,Assistant_Manger,17
509,Manager,19
510,Manager,19
511,Worker,13
512,Assistant_Manger,17
513,Manager,19
514,Worker,13
515,Staff,10
516,Worker,13
517,Worker,13
518,Assistant_Manger,17
519,Manager,19
520,Staff,10
521,Worker,13
522,Worker,13
523,Staff,10
524,Manager,19
525,Worker,13
526,Manager,19
527,Manager,19
528,Worker,13
529,Assistant_Manger,17
530,Employee,15
531,Staff,10
532,Employee,15
533,Staff,10
534,Assistant_Manger,17
535,Employee,15
536,Employee,15
537,Employee,15
538,Worker,13
539,Staff,10
540,Assistant_Manger,17
541,Manager,19
542,Staff,10
543,Assistant_Manger,17
544,Assistant_Manger,17
545,Manager,19
546,Staff,10
547,Employee,15
548,Staff,10
549,Manager,19
550,Employee,15
551,Employee,15
552,Manager,19
553,Worker,13
554,Staff,10
555,Staff,10
556,Employee,15
557,Worker,13
558,Staff,10
559,Assistant_Manger,17
560,Manager,19
561,Manager,19
562,Assistant_Manger,17
563,Staff,10
564,Assistant_Manger,17
565,Manager,19
566,Employee,15
567,Manager,19
568,Staff,10
569,Employee,15
570,Assistant_Manger,17
571,Worker,13
572,Manager,19
573,Worker,13
574,Staff,10
575,Employee,15
576,Assistant_Manger,17
577,Employee,15
578,Employee,15
579,Manager,19
580,Assistant_Manger,17
581,Worker,13
582,Assistant_Manger,17
583,Manager,19
584,Worker,13
585,Manager,19
586,Manager,19
587,Assistant_Manger,17
588,Staff,10
589,Worker,13
590,Assistant_Manger,17
591,Assistant_Manger,17
592,Assistant_Manger,17
593,Worker,13
594,Employee,15
595,Worker,13
596,Staff,10
597,Employee,15
598,Assistant_Manger,17
599,Staff,10
600,Assistant_Manger,17
601,Assistant_Manger,17
602,Worker,13
603,Employee,15
604,Worker,13
605,Manager,19
606,Assistant_Manger,17
607,Manager,19
608,Staff,10
609,Staff,10
610,Manager,19
611,Assistant_Manger,17
612,Employee,15
613,Worker,13
614,Staff,10
615,Assistant_Manger,17
616,Assistant_Manger,17
617,Worker,13
618,Manager,19
619,Manager,19
620,Staff,10
621,Worker,13
622,Employee,15
623,Assistant_Manger,17
624,Assistant_Manger,17
625,Employee,15
626,Assistant_Manger,17
627,Employee,15
628,Employee,15
629,Employee,15
630,Employee,15
631,Manager,19
632,Manager,19
633,Employee,15
634,Employee,15
635,Staff,10
636,Assistant_Manger,17
637,Assistant_Manger,17
638,Employee,15
639,Staff,10
640,Assistant_Manger,17
641,Manager,19
642,Worker,13
643,Staff,10
644,Assistant_Manger,17
645,Manager,19
646,Employee,15
647,Staff,10
648,Assistant_Manger,17
649,Worker,13
650,Employee,15
651,Employee,15
652,Manager,19
653,Assistant_Manger,17
654,Staff,10
655,Worker,13
656,Worker,13
657,Worker,13
658,Worker,13
659,Employee,15
660,Employee,15
661,Manager,19
662,Employee,15
663,Assistant_Manger,17
664,Worker,13
665,Manager,19
666,Assistant_Manger,17
667,Manager,19
668,Assistant_Manger,17
669,Worker,13
670,Assistant_Manger,17
671,Manager,19
672,Staff,10
673,Employee,15
674,Employee,15
675,Worker,13
676,Assistant_Manger,17
677,Employee,15
678,Manager,19
679,Employee,15
680,Manager,19
681,Assistant_Manger,17
682,Worker,13
683,Assistant_Manger,17
684,Worker,13
685,Assistant_Manger,17
686,Manager,19
687,Worker,13
688,Employee,15
689,Assistant_Manger,17
690,Assistant_Manger,17
691,Worker,13
692,Manager,19
693,Manager,19
694,Worker,13
695,Worker,13
696,Staff,10
697,Manager,19
698,Assistant_Manger,17
699,Assistant_Manger,17
700,Manager,19
701,Assistant_Manger,17
702,Assistant_Manger,17
703,Staff,10
704,Employee,15
705,Manager,19
706,Staff,10
707,Employee,15
708,Employee,15
709,Worker,13
710,Worker,13
711,Worker,13
712,Manager,19
713,Manager,19
714,Worker,13
715,Worker,13
716,Worker,13
717,Staff,10
718,Staff,10
719,Worker,13
720,Assistant_Manger,17
721,Employee,15
722,Assistant_Manger,17
723,Assistant_Manger,17
724,Staff,10
725,Assistant_Manger,17
726,Manager,19
727,Worker,13
728,Manager,19
729,Worker,13
730,Assistant_Manger,17
731,Worker,13
732,Employee,15
733,Manager,19
734,Manager,19
735,Staff,10
736,Manager,19
737,Employee,15
738,Assistant_Manger,17
739,Employee,15
740,Manager,19
741,Assistant_Manger,17
742,Worker,13
743,Assistant_Manger,17
744,Staff,10
745,Worker,13
746,Worker,13
747,Assistant_Manger,17
748,Manager,19
749,Assistant_Manger,17
750,Manager,19
751,Staff,10
752,Worker,13
753,Employee,15
754,Employee,15
755,Manager,19
756,Worker,13
757,Employee,15
758,Assistant_Manger,17
759,Employee,15
760,Staff,10
761,Staff,10
762,Manager,19
763,Worker,13
764,Manager,19
765,Employee,15
766,Staff,10
767,Assistant_Manger,17
768,Assistant_Manger,17
769,Staff,10
770,Worker,13
771,Assistant_Manger,17
772,Worker,13
773,Worker,13
774,Manager,19
775,Staff,10
776,Manager,19
777,Staff,10
778,Manager,19
779,Manager,19
780,Manager,19
781,Employee,15
782,Staff,10
783,Staff,10
784,Assistant_Manger,17
785,Employee,15
786,Worker,13
787,Staff,10
788,Assistant_Manger,17
789,Worker,13
790,Worker,13
791,Employee,15
792,Staff,10
793,Staff,10
794,Assistant_Manger,17
795,Worker,13
796,Assistant_Manger,17
797,Staff,10
798,Employee,15
799,Staff,10
800,Assistant_Manger,17
801,Employee,15
802,Worker,13
803,Assistant_Manger,17
804,Employee,15
805,Manager,19
806,Staff,10
807,Worker,13
808,Worker,13
809,Worker,13
810,Manager,19
811,Staff,10
812,Employee,15
813,Staff,10
814,Assistant_Manger,17
815,Employee,15
816,Worker,13
817,Staff,10
818,Employee,15
819,Staff,10
820,Employee,15
821,Worker,13
822,Employee,15
823,Worker,13
824,Assistant_Manger,17
825,Assistant_Manger,17
826,Manager,19
827,Assistant_Manger,17
828,Manager,19
829,Worker,13
830,Assistant_Manger,17
831,Employee,15
832,Worker,13
833,Staff,10
834,Worker,13
835,Worker,13
836,Employee,15
837,Manager,19
838,Manager,19
839,Assistant_Manger,17
840,Employee,15
841,Manager,19
842,Staff,10
843,Worker,13
844,Worker,13
845,Employee,15
846,Worker,13
847,Employee,15
848,Manager,19
849,Worker,13
850,Manager,19
851,Manager,19
852,Staff,10
853,Employee,15
854,Worker,13
855,Manager,19
856,Staff,10
857,Staff,10
858,Employee,15
859,Assistant_Manger,17
860,Employee,15
861,Worker,13
862,Manager,19
863,Manager,19
864,Manager,19
865,Staff,10
866,Employee,15
867,Employee,15
868,Worker,13
869,Assistant_Manger,17
870,Staff,10
871,Worker,13
872,Staff,10
873,Manager,19
874,Worker,13
875,Manager,19
876,Manager,19
877,Manager,19
878,Staff,10
879,Employee,15
880,Worker,13
881,Assistant_Manger,17
882,Assistant_Manger,17
883,Manager,19
884,Staff,10
885,Assistant_Manger,17
886,Employee,15
887,Assistant_Manger,17
888,Manager,19
889,Manager,19
890,Assistant_Manger,17
891,Worker,13
892,Assistant_Manger,17
893,Worker,13
894,Staff,10
895,Worker,13
896,Manager,19
897,Assistant_Manger,17
898,Worker,13
899,Staff,10
900,Worker,13
901,Staff,10
902,Worker,13
903,Assistant_Manger,17
904,Employee,15
905,Manager,19
906,Worker,13
907,Manager,19
908,Manager,19
909,Worker,13
910,Assistant_Manger,17
911,Worker,13
912,Assistant_Manger,17
913,Employee,15
914,Staff,10
915,Worker,13
916,Manager,19
917,Manager,19
918,Worker,13
919,Manager,19
920,Employee,15
921,Staff,10
922,Staff,10
923,Employee,15
924,Employee,15
925,Manager,19
926,Staff,10
927,Staff,10
928,Assistant_Manger,17
929,Worker,13
930,Staff,10
931,Worker,13
932,Manager,19
933,Worker,13
934,Worker,13
935,Manager,19
936,Staff,10
937,Assistant_Manger,17
938,Assistant_Manger,17
939,Assistant_Manger,17
940,Worker,13
941,Manager,19
942,Employee,15
943,Staff,10
944,Manager,19
945,Manager,19
946,Manager,19
947,Assistant_Manger,17
948,Employee,15
949,Assistant_Manger,17
950,Staff,10
951,Assistant_Manger,17
952,Worker,13
953,Manager,19
954,Employee,15
955,Worker,13
956,Staff,10
957,Staff,10
958,Employee,15
959,Worker,13
960,Worker,13
961,Assistant_Manger,17
962,Worker,13
963,Assistant_Manger,17
964,Employee,15
965,Worker,13
966,Assistant_Manger,17
967,Employee,15
968,Staff,10
969,Worker,13
970,Worker,13
971,Assistant_Manger,17
972,Staff,10
973,Manager,19
974,Employee,15
975,Staff,10
976,Employee,15
977,Staff,10
978,Worker,13
979,Worker,13
980,Employee,15
981,Manager,19
982,Employee,15
983,Employee,15
984,Assistant_Manger,17
985,Assistant_Manger,17
986,Assistant_Manger,17
987,Staff,10
988,Staff,10
989,Assistant_Manger,17
990,Assistant_Manger,17
991,Worker,13
992,Employee,15
993,Staff,10
994,Employee,15
995,Employee,15
996,Assistant_Manger,17
997,Worker,13
998,Staff,10
999,Assistant_Manger,17
1000,Manager,19
